Time, (DWRT AFR) Air Pump ON, (DWRT AFR) Air/Fuel Ratio 1, (DWRT AFR) Air/Fuel Ratio 2, (DWRT AFR) Sensor Heater ON 1, (DWRT AFR) Sensor Heater ON 2, (DWRT AFR) Sensor Ready 1, (DWRT AFR) Sensor Ready 2, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) Acceleration, (DWRT CPU) Ashcroft -14.7-45psi (Relative), (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (Gen) Sampling, 
0, , , , , , , , , , , ,3.988, , , , , ,538.48,538.48,538.48, , , , , , , , , , , , , , , , , , , 
0.05, , , , , , , , , , , ,3.993, , , , , ,539.258,539.258,539.258, , , , , , , , , , , , , , , , , , , 
0.1, , , , , , , , , , , ,3.999, , , , , ,540.037,540.037,540.037, , , , , , , ,47.74,47.74, , , , , , , , , , 
0.15,0,14.721, ,1,0,1,0, , , , ,4.005, , , , ,2.991,540.815,540.815,540.815, , , , , , , ,48.037,48.037, , , , , , , , ,1, 
0.2,0,14.855, ,1,0,1,0, , , , ,4.032,0.343, ,0.001,0.001,3.013,544.521,544.521,544.521, ,0,0,87.877,70.562,87.877,70.562,48.335,48.335, , ,152.465,122.416,152.465,122.416, ,0.343,1, 
0.25,0,15.182, ,1,0,1,0, , , , ,4.09,0.335, ,0.002,0.002,3.032,552.269,552.269,552.269, ,0,0,89.442,71.818,89.442,71.818,48.633,48.633,0.034,0.046,154.511,124.06,154.511,124.06,6.499,0.335,1, 
0.3,0,15.494, ,1,0,1,0, , , , ,4.148,0.328, ,0.003,0.003,3.052,560.017,560.017,560.017,62.444,0,0,91.007,73.074,91.007,73.074,48.873,48.873,0.034,0.046,156.558,125.704,156.558,125.704,6.489,0.328,1, 
0.35,0,15.669, ,1,0,1,0, , , , ,4.206,0.318, ,0.005,0.005,3.072,567.765,567.765,567.765,62.449,0,0,92.572,74.329,92.572,74.329,49.08,49.08,0.034,0.046,158.604,127.348,158.604,127.348,6.479,0.318,1, 
0.4,0,15.758, ,1,0,1,0, , , , ,4.255,0.309, ,0.005,0.005,3.086,574.431,574.431,574.431,62.455,0,0,94.066,75.528,94.066,75.528,49.288,49.288,0.034,0.046,160.448,128.828,160.448,128.828,6.469,0.309,1, 
0.45,0,15.772, ,1,0,1,0, , , , ,4.304,0.309, ,0.006,0.006,3.1,580.95,580.95,580.95,62.461,0,0,95.55,76.719,95.55,76.719,49.496,49.496,0.034,0.046,162.264,130.287,162.264,130.287,6.473,0.309,1, 
0.5,0,15.812, ,1,0,1,0, , , , ,4.353,0.309, ,0.007,0.007,3.113,587.469,587.469,587.469,62.466,0,0,97.034,77.91,97.034,77.91,49.714,49.714,0.034,0.046,164.08,131.745,164.08,131.745,6.519,0.309,1, 
0.55,0,15.872, ,1,0,1,0, ,24.45,80.82, ,4.405,0.312,1.245,0.007,0.007,3.127,594.464,594.464,594.464,62.472,0,0,98.617,79.181,98.617,79.181,49.933,49.933,0.034,0.046,166.026,133.307,166.026,133.307,6.565,0.312,1, 
0.6,0,15.841, ,1,0,1,0, ,24.45,80.816, ,4.462,0.314,1.245,0.008,0.008,3.141,602.173,602.173,602.173,62.478,0,0,100.349,80.572,100.349,80.572,50.151,50.151,0.034,0.046,168.165,135.025,168.165,135.025,6.611,0.314,1, 
0.65,0,15.832, ,1,0,1,0, ,24.45,80.812, ,4.52,0.311,1.245,0.009,0.009,3.155,609.882,609.882,609.882,62.483,0,0,102.08,81.963,102.08,81.963,50.375,50.375,0.034,0.046,170.305,136.743,170.305,136.743,6.657,0.311,1, 
0.7,0,15.828, ,1,0,1,0, ,24.45,80.807, ,4.578,0.309,1.245,0.009,0.009,3.17,617.592,617.592,617.592,62.487,0,0,103.811,83.354,103.811,83.354,50.603,50.603,0.034,0.046,172.444,138.461,172.444,138.461,6.692,0.309,1, 
0.75,0,15.752, ,1,0,1,0, ,24.45,80.803, ,4.633,0.309,1.245,0.01,0.01,3.184,625.032,625.032,625.032,62.492,0,0,105.551,84.752,105.551,84.752,50.831,50.831,0.034,0.046,174.539,140.143,174.539,140.143,6.728,0.309,1, 
0.8,0,15.685, ,1,0,1,0, ,24.45,80.799, ,4.688,0.309,1.245,0.011,0.011,3.198,632.461,632.461,632.461,62.493,0,0,107.293,86.15,107.293,86.15,51.061,51.061,0.034,0.046,176.633,141.824,176.633,141.824,6.764,0.309,1, 
0.85,0,15.65, ,1,0,1,0, ,24.45,80.795, ,4.744,0.314,1.245,0.012,0.012,3.212,639.89,639.89,639.89,62.484,0,0,109.034,87.548,109.034,87.548,51.296,51.296,0.034,0.046,178.726,143.504,178.726,143.504,6.796,0.314,1, 
0.9,0,15.613, ,1,0,1,0, ,24.45,80.79, ,4.795,0.319,1.245,0.012,0.012,3.226,646.778,646.778,646.778,62.475,0,0,110.716,88.898,110.716,88.898,51.531,51.531,0.034,0.046,180.661,145.057,180.661,145.057,6.805,0.319,1, 
0.95,0,15.567, ,1,0,1,0, ,24.45,80.786, ,4.844,0.331,1.245,0.013,0.013,3.241,653.275,653.275,653.275,62.466,0,0,112.356,90.215,112.356,90.215,51.766,51.766,0.034,0.046,182.482,146.518,182.482,146.518,6.815,0.331,1, 
1,0,15.506, ,1,0,1,0,15.819,24.45,80.782,81.028,4.892,0.344,1.245,0.014,0.014,3.256,659.772,659.772,659.772,62.469,0,0,113.996,91.531,113.996,91.531,52.01,52.01,0.034,0.046,184.303,147.979,184.303,147.979,6.824,0.344,1, 
1.05,0,15.498, ,1,0,1,0,15.818,24.45,80.778,81.026,4.942,0.349,1.245,0.014,0.014,3.272,666.427,666.427,666.427,62.474,0,0,115.678,92.881,115.678,92.881,52.253,52.253,0.034,0.046,186.151,149.463,186.151,149.463,6.827,0.349,1, 
1.1,0,15.492, ,1,0,1,0,15.817,24.45,80.774,81.023,4.995,0.354,1.245,0.015,0.015,3.289,673.533,673.533,673.533,62.478,0,0,117.48,94.328,117.48,94.328,52.497,52.497,0.034,0.046,188.08,151.011,188.08,151.011,6.785,0.354,1, 
1.15,0,15.496, ,1,0,1,0,15.816,24.45,80.769,81.02,5.048,0.354,1.245,0.016,0.016,3.306,680.638,680.638,680.638,62.491,0,0,119.282,95.774,119.282,95.774,52.748,52.748,0.034,0.046,190.008,152.56,190.008,152.56,6.743,0.354,1, 
1.2,0,15.473, ,1,0,1,0,15.815,24.45,80.765,81.018,5.101,0.354,1.245,0.017,0.017,3.323,687.743,687.743,687.743,62.51,0,0,121.084,97.221,121.084,97.221,53.002,53.002,0.034,0.046,191.936,154.109,191.936,154.109,6.701,0.354,1, 
1.25,0,15.45, ,1,0,1,0,15.814,24.45,80.761,81.015,5.161,0.345,1.245,0.018,0.018,3.339,695.76,695.76,695.76,62.528,0,0,123.107,98.845,123.107,98.845,53.257,53.257,0.034,0.046,194.133,155.872,194.133,155.872,6.662,0.345,1, 
1.3,0,15.362, ,1,0,1,0,15.812,24.45,80.757,81.012,5.221,0.335,1.245,0.019,0.019,3.356,703.796,703.796,703.796,62.542,0,0,125.135,100.472,125.135,100.472,53.515,53.515,0.034,0.046,196.335,157.639,196.335,157.639,6.683,0.335,1, 
1.35,0,15.324, ,1,0,1,0,15.811,24.45,80.753,81.01,5.281,0.329,1.245,0.019,0.019,3.372,711.831,711.831,711.831,62.548,0,0,127.163,102.099,127.163,102.099,53.779,53.779,0.034,0.046,198.537,159.406,198.537,159.406,6.704,0.329,1, 
1.4,0,15.195, ,1,0,1,0,15.81,24.45,80.748,81.007,5.34,0.324,1.245,0.02,0.02,3.389,719.777,719.777,719.777,62.555,0,0,129.224,103.753,129.224,103.753,54.043,54.043,0.034,0.046,200.728,161.166,200.728,161.166,6.725,0.324,1, 
1.45,0,15.157, ,1,0,1,0,15.809,24.45,80.744,81.004,5.399,0.32,1.245,0.021,0.021,3.406,727.693,727.693,727.693,62.561,0,0,131.295,105.415,131.295,105.415,54.308,54.308,0.034,0.046,202.917,162.924,202.917,162.924,6.747,0.32,1, 
1.5,0,15.09, ,1,0,1,0,15.808,24.45,80.74,81.002,5.458,0.315,1.245,0.022,0.022,3.423,735.61,735.61,735.61,62.567,0,0,133.365,107.077,133.365,107.077,54.579,54.579,0.034,0.046,205.106,164.682,205.106,164.682,6.812,0.315,1, 
1.55,0,15.051, ,1,0,1,0,15.807,24.45,80.736,80.999,5.515,0.314,1.245,0.022,0.022,3.443,743.199,743.199,743.199,62.574,0,0,135.415,108.722,135.415,108.722,54.849,54.849,0.034,0.046,207.2,166.364,207.2,166.364,6.876,0.314,1, 
1.6,0,14.991, ,1,0,1,0,15.806,24.45,80.731,80.996,5.569,0.314,1.245,0.023,0.023,3.465,750.55,750.55,750.55,62.58,0,0,137.448,110.355,137.448,110.355,55.12,55.12,0.034,0.046,209.226,167.993,209.226,167.993,6.941,0.314,1, 
1.65,0,14.977, ,1,0,1,0,15.804,24.45,80.727,80.994,5.624,0.314,1.245,0.024,0.024,3.482,757.9,757.9,757.9,62.586,0,0,139.482,111.988,139.482,111.988,55.401,55.401,0.034,0.046,211.251,169.621,211.251,169.621,7.005,0.314,1, 
1.7,0,14.88, ,1,0,1,0,15.803,24.45,80.723,80.991,5.677,0.314,1.245,0.025,0.025,3.5,764.96,764.96,764.96,62.593,0,0,141.49,113.601,141.49,113.601,55.681,55.681,0.034,0.046,213.196,171.183,213.196,171.183,7.028,0.314,1, 
1.75,0,14.834, ,1,0,1,0,15.802,24.45,80.719,80.988,5.727,0.312,1.245,0.025,0.025,3.519,771.678,771.678,771.678,62.599,0,0,143.469,115.19,143.469,115.19,55.962,55.962,0.034,0.046,215.047,172.669,215.047,172.669,7.05,0.312,1, 
1.8,0,14.806, ,1,0,1,0,15.801,24.45,80.715,80.986,5.777,0.31,1.245,0.026,0.026,3.537,778.395,778.395,778.395,62.606,0,0,145.448,116.78,145.448,116.78,56.249,56.249,0.034,0.046,216.898,174.154,216.898,174.154,7.071,0.31,1, 
1.85,0,14.73, ,1,0,1,0,15.8,24.45,80.71,80.983,5.826,0.307,1.245,0.027,0.027,3.555,785.039,785.039,785.039,62.612,0,0,147.434,118.375,147.434,118.375,56.536,56.536,0.034,0.046,218.727,175.622,218.727,175.622,7.092,0.307,1, 
1.9,0,14.667, ,1,0,1,0,15.799,24.45,80.71,80.98,5.875,0.305,1.245,0.028,0.028,3.574,791.562,791.562,791.562,62.619,0,0,149.43,119.98,149.43,119.98,56.824,56.824,0.034,0.046,220.521,177.063,220.521,177.063,7.075,0.305,1, 
1.95,0,14.638, ,1,0,1,0,15.798,24.45,80.71,80.977,5.924,0.302,1.245,0.029,0.029,3.593,798.085,798.085,798.085,62.626,0,0,151.427,121.586,151.427,121.586,57.118,57.118,0.034,0.046,222.316,178.504,222.316,178.504,7.051,0.302,1, 
2,0,14.601, ,1,0,1,0,15.796,24.45,80.71,80.975,5.971,0.3,1.245,0.029,0.029,3.611,804.504,804.504,804.504,62.632,0,0,153.424,123.191,153.424,123.191,57.413,57.413,0.034,0.046,224.08,179.921,224.08,179.921,7.028,0.3,1, 
2.05,0,14.57, ,1,0,1,0,15.795,24.45,80.71,80.972,6.018,0.299,1.245,0.03,0.03,3.631,810.72,810.72,810.72,62.639,0,0,155.423,124.797,155.423,124.797,57.708,57.708,0.034,0.046,225.787,181.29,225.787,181.29,7.004,0.299,1, 
2.1,0,14.556, ,1,0,1,0,15.794,24.45,80.71,80.969,6.064,0.299,1.245,0.031,0.031,3.65,816.936,816.936,816.936,62.644,0,0,157.421,126.402,157.421,126.402,58.009,58.009,0.034,0.046,227.493,182.659,227.493,182.659,7.021,0.299,1, 
2.15,0,14.552, ,1,0,1,0,15.793,24.45,80.71,80.967,6.109,0.299,1.245,0.032,0.032,3.669,822.996,822.996,822.996,62.649,0,0,159.409,127.999,159.409,127.999,58.311,58.311,0.034,0.046,229.157,183.994,229.157,183.994,7.055,0.299,1, 
2.2,0,14.544, ,1,0,1,0,15.792,24.45,80.71,80.964,6.152,0.299,1.245,0.033,0.033,3.688,828.777,828.777,828.777,62.654,0,0,161.378,129.579,161.378,129.579,58.614,58.614,0.034,0.046,230.748,185.27,230.748,185.27,7.089,0.299,1, 
2.25,0,14.558, ,1,0,1,0,15.791,24.45,80.71,80.961,6.195,0.301,1.245,0.033,0.033,3.707,834.557,834.557,834.557,62.658,0,0,163.348,131.159,163.348,131.159,58.921,58.921,0.034,0.046,232.338,186.545,232.338,186.545,7.123,0.301,1, 
2.3,0,14.545, ,1,0,1,0,15.79,24.45,80.71,80.959,6.235,0.303,1.245,0.034,0.034,3.727,839.865,839.865,839.865,62.661,0,0,165.242,132.679,165.242,132.679,59.229,59.229,0.034,0.046,233.797,187.717,233.797,187.717,7.155,0.303,1, 
2.35,0,14.521, ,1,0,1,0,15.789,24.45,80.71,80.958,6.269,0.309,1.245,0.035,0.035,3.747,844.52,844.52,844.52,62.665,0,0,167.034,134.117,167.034,134.117,59.538,59.538,0.034,0.046,235.077,188.744,235.077,188.744,7.185,0.309,1, 
2.4,0,14.513, ,1,0,1,0,15.788,24.45,80.71,80.956,6.304,0.317,1.245,0.036,0.036,3.767,849.176,849.176,849.176,62.67,0,0,168.825,135.555,168.825,135.555,59.852,59.852,0.034,0.046,236.356,189.772,236.356,189.772,7.216,0.317,1, 
2.45,0,14.534, ,1,0,1,0,15.787,24.45,80.71,80.955,6.335,0.327,1.245,0.037,0.037,3.787,853.332,853.332,853.332,62.675,0,0,170.539,136.931,170.539,136.931,60.167,60.167,0.034,0.046,237.494,190.685,237.494,190.685,7.246,0.327,1, 
2.5,0,14.531, ,1,0,1,0,15.787,24.45,80.71,80.953,6.362,0.34,1.245,0.037,0.037,3.807,857.027,857.027,857.027,62.681,0,0,172.182,138.249,172.182,138.249,60.482,60.482,0.034,0.046,238.501,191.493,238.501,191.493,7.282,0.34,1, 
2.55,0,14.566, ,1,0,1,0,15.786,24.45,80.71,80.952,6.389,0.35,1.245,0.038,0.038,3.827,860.722,860.722,860.722,62.686,0,0,173.824,139.568,173.824,139.568,60.799,60.799,0.034,0.046,239.508,192.301,239.508,192.301,7.32,0.35,1, 
2.6,0,14.591, ,1,0,1,0,15.785,24.45,80.71,80.95,6.412,0.36,1.245,0.039,0.039,3.847,863.752,863.752,863.752,62.691,0,0,175.347,140.789,175.347,140.789,61.115,61.115,0.034,0.046,240.329,192.96,240.329,192.96,7.359,0.36,1, 
2.65,0,14.586, ,1,0,1,0,15.784,24.45,80.71,80.949,6.432,0.364,1.245,0.04,0.04,3.868,866.468,866.468,866.468,62.696,0,0,176.813,141.965,176.813,141.965,61.434,61.434,0.034,0.046,241.063,193.549,241.063,193.549,7.397,0.364,1, 
2.7,0,14.537, ,1,0,1,0,15.784,24.45,80.71,80.947,6.452,0.364,1.245,0.041,0.041,3.888,869.185,869.185,869.185,62.702,0,0,178.28,143.14,178.28,143.14,61.756,61.756,0.034,0.046,241.797,194.138,241.797,194.138,7.431,0.364,1, 
2.75,0,14.523, ,1,0,1,0,15.783,24.45,80.71,80.945,6.466,0.361,1.245,0.042,0.042,3.908,871.1,871.1,871.1,62.707,0,0,179.601,144.201,179.601,144.201,62.078,62.078,0.034,0.046,242.311,194.55,242.311,194.55,7.458,0.361,1, 
2.8,0,14.48, ,1,0,1,0,15.782,24.45,80.71,80.944,6.479,0.356,1.245,0.042,0.042,3.929,872.884,872.884,872.884,62.713,0,0,180.898,145.242,180.898,145.242,62.399,62.399,0.034,0.046,242.79,194.934,242.79,194.934,7.486,0.356,1, 
2.85,0,14.439, ,1,0,1,0,15.781,24.45,80.71,80.942,6.492,0.351,1.245,0.043,0.043,3.955,874.665,874.665,874.665,62.718,0,0,182.196,146.285,182.196,146.285,62.72,62.72,0.034,0.046,243.267,195.318,243.267,195.318,7.514,0.351,1, 
2.9,0,14.397, ,1,0,1,0,15.78,24.45,80.71,80.941,6.505,0.346,1.245,0.044,0.044,3.976,876.419,876.419,876.419,62.723,0,0,183.507,147.339,183.507,147.339,63.04,63.04,0.034,0.046,243.736,195.697,243.736,195.697,7.527,0.346,1, 
2.95,0,14.372, ,1,0,1,0,15.78,24.45,80.71,80.939,6.518,0.344,1.245,0.045,0.045,3.996,878.173,878.173,878.173,62.729,0,0,184.817,148.392,184.817,148.392,63.363,63.363,0.034,0.046,244.204,196.075,244.204,196.075,7.531,0.344,1, 
3,0,14.324, ,1,0,1,0,15.779,24.45,80.71,80.938,6.529,0.344,1.245,0.046,0.046,4.017,879.752,879.752,879.752,62.735,0,0,186.095,149.419,186.095,149.419,63.687,63.687,0.034,0.046,244.624,196.414,244.624,196.414,7.536,0.344,1, 
3.05,0,14.302, ,1,0,1,0,15.778,24.45,80.71,80.936,6.539,0.344,1.245,0.047,0.047,4.037,881.046,881.046,881.046,62.74,0,0,187.319,150.402,187.319,150.402,64.011,64.011,0.034,0.046,244.965,196.688,244.965,196.688,7.54,0.344,1, 
3.1,0,14.291, ,1,0,1,0,15.777,24.45,80.71,80.935,6.548,0.344,1.245,0.048,0.048,4.058,882.341,882.341,882.341,62.744,0,0,188.543,151.385,188.543,151.385,64.336,64.336,0.034,0.046,245.306,196.962,245.306,196.962,7.551,0.344,1, 
3.15,0,14.282, ,1,0,1,0,15.777,24.45,80.71,80.933,6.556,0.341,1.245,0.049,0.049,4.079,883.444,883.444,883.444,62.748,0,0,189.735,152.342,189.735,152.342,64.661,64.661,0.034,0.046,245.594,197.193,245.594,197.193,7.574,0.341,1, 
3.2,0,14.269, ,1,0,1,0,15.776,24.45,80.71,80.932,6.563,0.336,1.245,0.05,0.05,4.099,884.457,884.457,884.457,62.751,0,0,190.912,153.285,190.912,153.285,64.987,64.987,0.034,0.046,245.857,197.404,245.857,197.404,7.597,0.336,1, 
3.25,0,14.27, ,1,0,1,0,15.775,24.45,80.71,80.93,6.571,0.334,1.245,0.05,0.05,4.12,885.485,885.485,885.485,62.755,0,0,192.092,154.232,192.092,154.232,65.317,65.317,0.034,0.046,246.124,197.618,246.124,197.618,7.62,0.334,1, 
3.3,0,14.283, ,1,0,1,0,15.774,24.45,80.71,80.929,6.583,0.334,1.245,0.051,0.051,4.141,887.253,887.253,887.253,62.759,0,0,193.441,155.316,193.441,155.316,65.648,65.648,0.034,0.046,246.598,197.999,246.598,197.999,7.643,0.334,1, 
3.35,0,14.305, ,1,0,1,0,15.774,24.45,80.71,80.927,6.596,0.334,1.245,0.052,0.052,4.161,889.02,889.02,889.02,62.763,0,0,194.79,156.4,194.79,156.4,65.975,65.975,0.034,0.046,247.071,198.381,247.071,198.381,7.667,0.334,1, 
3.4,0,14.333, ,1,0,1,0,15.773,24.45,80.71,80.926,6.609,0.334,1.245,0.053,0.053,4.182,890.776,890.776,890.776,62.767,0,0,196.143,157.486,196.143,157.486,66.301,66.301,0.034,0.046,247.542,198.76,247.542,198.76,7.69,0.334,1, 
3.45,0,14.364, ,1,0,1,0,15.772,24.45,80.71,80.924,6.622,0.336,1.245,0.054,0.054,4.203,892.516,892.516,892.516,62.77,0,0,197.499,158.578,197.499,158.578,66.628,66.628,0.034,0.046,248.009,199.134,248.009,199.134,7.714,0.336,1, 
3.5,0,14.404, ,1,0,1,0,15.771,24.45,80.71,80.922,6.635,0.341,1.245,0.055,0.055,4.224,894.257,894.257,894.257,62.772,0,0,198.856,159.669,198.856,159.669,66.958,66.958,0.034,0.046,248.476,199.508,248.476,199.508,7.743,0.341,1, 
3.55,0,14.407, ,1,0,1,0,15.77,24.45,80.71,80.921,6.643,0.342,1.245,0.056,0.056,4.245,895.43,895.43,895.43,62.774,0,0,200.101,160.667,200.101,160.667,67.288,67.288,0.034,0.046,248.789,199.759,248.789,199.759,7.786,0.342,1, 
3.6,0,14.416, ,1,0,1,0,15.769,24.45,80.71,80.92,6.651,0.337,1.245,0.057,0.057,4.266,896.48,896.48,896.48,62.777,0,0,201.321,161.646,201.321,161.646,67.618,67.618,0.034,0.046,249.069,199.983,249.069,199.983,7.829,0.337,1, 
3.65,0,14.431, ,1,0,1,0,15.767,24.45,80.71,80.92,6.657,0.332,1.245,0.058,0.058,4.286,897.329,897.329,897.329,62.781,0,0,202.498,162.589,202.498,162.589,67.946,67.946,0.034,0.046,249.294,200.164,249.294,200.164,7.872,0.332,1, 
3.7,0,14.457, ,1,0,1,0,15.765,24.45,80.71,80.92,6.659,0.327,1.245,0.059,0.059,4.307,897.667,897.667,897.667,62.785,0,0,203.561,163.442,203.561,163.442,68.275,68.275,0.034,0.046,249.379,200.234,249.379,200.234,7.905,0.327,1, 
3.75,0,14.452, ,1,0,1,0,15.764,24.45,80.71,80.92,6.661,0.322,1.245,0.06,0.06,4.328,898.004,898.004,898.004,62.789,0,0,204.625,164.295,204.625,164.295,68.607,68.607,0.034,0.046,249.465,200.303,249.465,200.303,7.922,0.322,1, 
3.8,0,14.442, ,1,0,1,0,15.762,24.45,80.71,80.92,6.664,0.317,1.245,0.061,0.061,4.349,898.492,898.492,898.492,62.793,0,0,205.724,165.178,205.724,165.178,68.939,68.939,0.034,0.046,249.593,200.405,249.593,200.405,7.939,0.317,1, 
3.85,0,14.406, ,1,0,1,0,15.76,24.45,80.71,80.92,6.668,0.316,1.245,0.061,0.061,4.37,899.028,899.028,899.028,62.796,0,0,206.834,166.07,206.834,166.07,69.27,69.27,0.034,0.046,249.735,200.517,249.735,200.517,7.956,0.316,1, 
3.9,0,14.39, ,1,0,1,0,15.758,24.45,80.71,80.92,6.672,0.321,1.245,0.062,0.062,4.391,899.618,899.618,899.618,62.798,0,0,207.957,166.973,207.957,166.973,69.601,69.601,0.034,0.046,249.892,200.641,249.892,200.641,7.974,0.321,1, 
3.95,0,14.37, ,1,0,1,0,15.756,24.45,80.71,80.92,6.677,0.324,1.245,0.063,0.063,4.412,900.36,900.36,900.36,62.8,0,0,209.12,167.908,209.12,167.908,69.935,69.935,0.034,0.046,250.091,200.8,250.091,200.8,7.993,0.324,1, 
4,0,14.356, ,1,0,1,0,15.754,24.45,80.71,80.92,6.683,0.324,1.245,0.064,0.064,4.433,901.102,901.102,901.102,62.803,0,0,210.282,168.843,210.282,168.843,70.432,70.432,0.034,0.046,250.29,200.958,250.29,200.958,8.012,0.324,1, 
4.05,0,14.34, ,1,0,1,0,15.752,24.45,80.71,80.92,6.682,0.324,1.245,0.066,0.066,4.459,901.057,901.057,901.057,62.806,0,0,211.663,169.95,211.663,169.95,70.928,70.928,0.034,0.046,250.269,200.942,250.269,200.942,8.031,0.324,1, 
4.1,0,14.36, ,1,0,1,0,15.75,24.45,80.71,80.92,6.679,0.324,1.245,0.067,0.067,4.48,900.816,900.816,900.816,62.807,0,0,213.097,171.1,213.097,171.1,71.328,71.328,0.034,0.046,250.194,200.881,250.194,200.881,8.057,0.324,1, 
4.15,0,14.407, ,1,0,1,0,15.748,24.45,80.71,80.92,6.678,0.323,1.245,0.068,0.068,4.501,900.73,900.73,900.73,62.809,0,0,214.376,172.126,214.376,172.126,71.659,71.659,0.034,0.046,250.162,200.856,250.162,200.856,8.11,0.323,1, 
4.2,0,14.407, ,1,0,1,0,15.746,24.45,80.71,80.92,6.679,0.318,1.245,0.069,0.069,4.522,900.897,900.897,900.897,62.81,0,0,215.401,172.948,215.401,172.948,71.99,71.99,0.034,0.046,250.204,200.891,250.204,200.891,8.162,0.318,1, 
4.25,0,14.404, ,1,0,1,0,15.744,24.45,80.71,80.92,6.68,0.314,1.245,0.07,0.07,4.542,901.063,901.063,901.063,62.812,0,0,216.426,173.77,216.426,173.77,72.322,72.322,0.034,0.046,250.245,200.925,250.245,200.925,8.215,0.314,1, 
4.3,0,14.437, ,1,0,1,0,15.742,24.45,80.71,80.92,6.683,0.314,1.245,0.071,0.071,4.563,901.458,901.458,901.458,62.813,0,0,217.516,174.647,217.516,174.647,72.654,72.654,0.034,0.046,250.348,201.009,250.348,201.009,8.262,0.314,1, 
4.35,0,14.454, ,1,0,1,0,15.741,24.45,80.71,80.92,6.685,0.314,1.245,0.072,0.072,4.584,901.862,901.862,901.862,62.814,0,0,218.609,175.525,218.609,175.525,72.983,72.983,0.034,0.046,250.454,201.096,250.454,201.096,8.293,0.314,1, 
4.4,0,14.419, ,1,0,1,0,15.739,24.45,80.71,80.92,6.689,0.314,1.245,0.073,0.073,4.605,902.343,902.343,902.343,62.816,0,0,219.717,176.416,219.717,176.416,73.313,73.313,0.034,0.046,250.581,201.198,250.581,201.198,8.324,0.314,1, 
4.45,0,14.423, ,1,0,1,0,15.737,24.45,80.71,80.92,6.692,0.314,1.245,0.074,0.074,4.626,902.875,902.875,902.875,62.818,0,0,220.834,177.314,220.834,177.314,73.643,73.643,0.034,0.046,250.723,201.311,250.723,201.311,8.356,0.314,1, 
4.5,0,14.428, ,1,0,1,0,15.735,24.45,80.71,80.92,6.696,0.314,1.245,0.075,0.075,4.647,903.392,903.392,903.392,62.821,0,0,221.95,178.211,221.95,178.211,73.977,73.977,0.034,0.046,250.859,201.42,250.859,201.42,8.386,0.314,1, 
4.55,0,14.404, ,1,0,1,0,15.733,24.45,80.71,80.92,6.699,0.314,1.245,0.076,0.076,4.668,903.857,903.857,903.857,62.823,0,0,223.061,179.103,223.061,179.103,74.31,74.31,0.034,0.046,250.981,201.518,250.981,201.518,8.407,0.314,1, 
4.6,0,14.373, ,1,0,1,0,15.731,24.45,80.71,80.92,6.702,0.314,1.245,0.077,0.077,4.689,904.323,904.323,904.323,62.825,0,0,224.171,179.995,224.171,179.995,74.64,74.64,0.034,0.046,251.104,201.616,251.104,201.616,8.428,0.314,1, 
4.65,0,14.381, ,1,0,1,0,15.729,24.45,80.71,80.92,6.704,0.315,1.245,0.078,0.078,4.71,904.655,904.655,904.655,62.826,0,0,225.252,180.863,225.252,180.863,74.971,74.971,0.034,0.046,251.191,201.685,251.191,201.685,8.449,0.315,1, 
4.7,0,14.351, ,1,0,1,0,15.727,24.45,80.71,80.92,6.706,0.32,1.245,0.079,0.079,4.731,904.975,904.975,904.975,62.828,0,0,226.33,181.728,226.33,181.728,75.301,75.301,0.034,0.046,251.275,201.751,251.275,201.751,8.469,0.32,1, 
4.75,0,14.357, ,1,0,1,0,15.725,24.45,80.71,80.92,6.711,0.325,1.245,0.08,0.08,4.752,905.718,905.718,905.718,62.829,0,0,227.519,182.682,227.519,182.682,75.632,75.632,0.034,0.046,251.477,201.914,251.477,201.914,8.487,0.325,1, 
4.8,0,14.349, ,1,0,1,0,15.723,24.45,80.71,80.92,6.719,0.33,1.245,0.081,0.081,4.773,906.719,906.719,906.719,62.83,0,0,228.774,183.691,228.774,183.691,75.964,75.964,0.034,0.046,251.752,202.134,251.752,202.134,8.505,0.33,1, 
4.85,0,14.364, ,1,0,1,0,15.721,24.45,80.71,80.92,6.725,0.335,1.245,0.082,0.082,4.794,907.666,907.666,907.666,62.83,0,0,230.018,184.69,230.018,184.69,76.299,76.299,0.034,0.046,252.012,202.343,252.012,202.343,8.523,0.335,1, 
