Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Distance 2, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) WB Volts Petrol AFR, (Gen) Sampling, (Gen) Sampling Duration, 
4.2, 34.91, 24.45, 56.86, 57.821, 5.955, 1.213, 0.046, 0.046, , 3.676, 790.557, 790.557, 790.557, 70.4, 0, 0, 133.588, 110.094, 133.588, 110.094, 52.224, 52.224, 0.024, 0.034, 190.838, 157.273, 190.838, 157.273, 16.432, 8.5, 8.5, 1, 4.083, 
4.25, 34.91, 24.45, 56.86, 57.822, 5.957, 1.213, 0.047, 0.047, , 3.697, 790.818, 790.818, 790.818, 70.4, 0, 0, 134.385, 110.751, 134.385, 110.751, 52.52, 52.52, 0.024, 0.034, 190.901, 157.324, 190.901, 157.324, 16.38, 8.5, 8.5, 1, 4.133, 
4.3, 34.91, 24.45, 56.86, 57.823, 5.96, 1.213, 0.048, 0.048, , 3.718, 791.282, 791.282, 791.282, 70.4, 0, 0, 135.222, 111.44, 135.222, 111.44, 52.816, 52.816, 0.024, 0.034, 191.012, 157.416, 191.012, 157.416, 16.328, 8.5, 8.5, 1, 4.183, 
4.35, 34.91, 24.45, 56.86, 57.823, 5.964, 1.213, 0.049, 0.049, , 3.739, 791.803, 791.803, 791.803, 70.4, 0, 0, 136.071, 112.139, 136.071, 112.139, 53.111, 53.111, 0.024, 0.034, 191.138, 157.519, 191.138, 157.519, 16.36, 8.5, 8.5, 1, 4.233, 
4.4, 34.91, 24.45, 56.863, 57.824, 5.967, 1.213, 0.05, 0.05, , 3.76, 792.325, 792.325, 792.325, 70.4, 0, 0, 136.92, 112.838, 136.92, 112.838, 53.406, 53.406, 0.024, 0.034, 191.262, 157.622, 191.262, 157.622, 16.448, 8.5, 8.5, 1, 4.283, 
4.45, 34.91, 24.45, 56.868, 57.825, 5.971, 1.213, 0.051, 0.051, , 3.781, 792.896, 792.896, 792.896, 70.4, 0, 0, 137.778, 113.546, 137.778, 113.546, 53.701, 53.701, 0.024, 0.034, 191.4, 157.736, 191.4, 157.736, 16.537, 8.5, 8.5, 1, 4.333, 
4.5, 34.91, 24.45, 56.872, 57.826, 5.976, 1.213, 0.051, 0.051, , 3.801, 793.508, 793.508, 793.508, 70.4, 0, 0, 138.645, 114.26, 138.645, 114.26, 53.996, 53.996, 0.024, 0.034, 191.549, 157.858, 191.549, 157.858, 16.625, 8.5, 8.5, 1, 4.383, 
4.55, 34.91, 24.45, 56.876, 57.826, 5.98, 1.213, 0.052, 0.052, , 3.822, 794.121, 794.121, 794.121, 70.4, 0, 0, 139.513, 114.974, 139.513, 114.974, 54.292, 54.292, 0.024, 0.033, 191.697, 157.98, 191.697, 157.98, 16.744, 8.5, 8.5, 1, 4.433, 
4.6, 34.91, 24.45, 56.88, 57.827, 5.986, 1.213, 0.053, 0.053, , 3.843, 794.901, 794.901, 794.901, 70.4, 0, 0, 140.413, 115.715, 140.413, 115.715, 54.588, 54.588, 0.024, 0.033, 191.886, 158.135, 191.886, 158.135, 16.889, 8.5, 8.5, 1, 4.483, 
4.65, 34.91, 24.45, 56.885, 57.828, 5.994, 1.213, 0.054, 0.054, , 3.864, 796.008, 796.008, 796.008, 70.4, 0, 0, 141.376, 116.508, 141.376, 116.508, 54.884, 54.884, 0.024, 0.033, 192.153, 158.357, 192.153, 158.357, 17.034, 8.5, 8.5, 1, 4.533, 
4.7, 34.91, 24.45, 56.889, 57.829, 6.002, 1.213, 0.054, 0.054, , 3.885, 797.115, 797.115, 797.115, 70.4, 0, 0, 142.339, 117.301, 142.339, 117.301, 55.182, 55.182, 0.024, 0.033, 192.421, 158.578, 192.421, 158.578, 17.178, 8.5, 8.5, 1, 4.583, 
4.75, 34.91, 24.45, 56.893, 57.83, 6.011, 1.213, 0.055, 0.055, , 3.906, 798.339, 798.339, 798.339, 70.4, 0, 0, 143.327, 118.114, 143.327, 118.114, 55.48, 55.48, 0.024, 0.033, 192.717, 158.823, 192.717, 158.823, 17.244, 8.5, 8.5, 1, 4.633, 
4.8, 34.91, 24.45, 56.897, 57.83, 6.024, 1.213, 0.056, 0.056, , 3.927, 800.036, 800.036, 800.036, 70.4, 0, 0, 144.409, 119.006, 144.409, 119.006, 55.778, 55.778, 0.024, 0.033, 193.126, 159.16, 193.126, 159.16, 17.216, 8.5, 8.5, 1, 4.683, 
4.85, 34.91, 24.45, 56.901, 57.83, 6.036, 1.213, 0.057, 0.057, , 3.948, 801.732, 801.732, 801.732, 70.4, 0, 0, 145.492, 119.899, 145.492, 119.899, 56.077, 56.077, 0.024, 0.033, 193.535, 159.498, 193.535, 159.498, 17.188, 8.5, 8.5, 1, 4.733, 
4.9, 34.91, 24.45, 56.906, 57.83, 6.049, 1.213, 0.057, 0.057, , 3.969, 803.4, 803.4, 803.4, 70.4, 0, 0, 146.571, 120.789, 146.571, 120.789, 56.378, 56.378, 0.024, 0.033, 193.937, 159.83, 193.937, 159.83, 17.161, 8.5, 8.5, 1, 4.783, 
4.95, 34.91, 24.45, 56.91, 57.83, 6.06, 1.213, 0.058, 0.058, , 3.99, 804.855, 804.855, 804.855, 70.4, 0, 0, 147.622, 121.656, 147.622, 121.656, 56.679, 56.679, 0.024, 0.033, 194.289, 160.119, 194.289, 160.119, 17.083, 8.5, 8.5, 1, 4.833, 
5, 34.91, 24.45, 56.914, 57.83, 6.07, 1.213, 0.059, 0.059, , 4.011, 806.311, 806.311, 806.311, 70.4, 0, 0, 148.673, 122.523, 148.673, 122.523, 56.98, 56.98, 0.024, 0.033, 194.641, 160.409, 194.641, 160.409, 16.931, 8.5, 8.5, 1, 4.883, 
5.05, 34.91, 24.45, 56.918, 57.83, 6.083, 1.213, 0.06, 0.06, , 4.033, 807.996, 807.996, 807.996, 70.4, 0, 0, 149.769, 123.426, 149.769, 123.426, 57.282, 57.282, 0.024, 0.034, 195.048, 160.744, 195.048, 160.744, 16.778, 8.5, 8.5, 1, 4.933, 
5.1, 34.91, 24.45, 56.923, 57.83, 6.116, 1.213, 0.061, 0.061, , 4.054, 812.322, 812.322, 812.322, 70.4, 0, 0, 151.383, 124.757, 151.383, 124.757, 57.583, 57.583, 0.024, 0.034, 196.092, 161.605, 196.092, 161.605, 16.626, 8.5, 8.5, 1, 4.983, 
5.15, 34.91, 24.45, 56.927, 57.83, 6.148, 1.213, 0.061, 0.061, , 4.076, 816.647, 816.647, 816.647, 70.4, 0, 0, 152.997, 126.088, 152.997, 126.088, 57.887, 57.887, 0.024, 0.034, 197.136, 162.465, 197.136, 162.465, 16.524, 8.5, 8.5, 1, 5.033, 
5.2, 34.91, 24.45, 56.931, 57.83, 6.184, 1.213, 0.062, 0.062, , 4.097, 821.344, 821.344, 821.344, 70.4, 0, 0, 154.686, 127.48, 154.686, 127.48, 58.193, 58.193, 0.024, 0.034, 198.269, 163.4, 198.269, 163.4, 16.52, 8.5, 8.5, 1, 5.083, 
5.25, 34.91, 24.45, 56.935, 57.83, 6.244, 1.213, 0.063, 0.063, , 4.119, 829.379, 829.379, 829.379, 70.4, 0, 0, 157.048, 129.427, 157.048, 129.427, 58.499, 58.499, 0.024, 0.034, 200.208, 164.999, 200.208, 164.999, 16.516, 8.5, 8.5, 1, 5.133, 
5.3, 34.91, 24.45, 56.939, 57.83, 6.305, 1.213, 0.064, 0.064, , 4.141, 837.415, 837.415, 837.415, 70.4, 0, 0, 159.411, 131.374, 159.411, 131.374, 58.81, 58.81, 0.024, 0.034, 202.146, 166.597, 202.146, 166.597, 16.512, 8.5, 8.5, 1, 5.183, 
5.35, 34.91, 24.45, 56.944, 57.83, 6.367, 1.213, 0.065, 0.065, , 4.163, 845.617, 845.617, 845.617, 70.4, 0, 0, 161.816, 133.357, 161.816, 133.357, 59.125, 59.125, 0.024, 0.034, 204.125, 168.229, 204.125, 168.229, 16.543, 8.5, 8.5, 1, 5.233, 
5.4, 34.91, 24.45, 56.948, 57.83, 6.436, 1.213, 0.065, 0.065, , 4.185, 854.689, 854.689, 854.689, 70.4, 0, 0, 164.449, 135.526, 164.449, 135.526, 59.44, 59.44, 0.024, 0.034, 206.315, 170.032, 206.315, 170.032, 16.664, 8.5, 8.5, 1, 5.283, 
5.45, 34.91, 24.45, 56.952, 57.83, 6.504, 1.213, 0.066, 0.066, , 4.207, 863.761, 863.761, 863.761, 70.4, 0, 0, 167.082, 137.695, 167.082, 137.695, 59.762, 59.762, 0.024, 0.034, 208.505, 171.835, 208.505, 171.835, 16.785, 8.5, 8.5, 1, 5.333, 
5.5, 34.91, 24.45, 56.956, 57.83, 6.571, 1.213, 0.067, 0.067, , 4.23, 872.612, 872.612, 872.612, 70.4, 0, 0, 169.693, 139.847, 169.693, 139.847, 60.087, 60.087, 0.024, 0.034, 210.641, 173.595, 210.641, 173.595, 16.906, 8.5, 8.5, 1, 5.383, 
5.55, 34.91, 24.45, 56.961, 57.83, 6.633, 1.213, 0.068, 0.068, , 4.253, 880.832, 880.832, 880.832, 70.4, 0, 0, 172.244, 141.951, 172.244, 141.951, 60.412, 60.412, 0.024, 0.034, 212.625, 175.229, 212.625, 175.229, 17.016, 8.5, 8.5, 1, 5.433, 
5.6, 34.91, 24.45, 56.965, 57.83, 6.695, 1.213, 0.069, 0.069, , 4.276, 889.052, 889.052, 889.052, 70.4, 0, 0, 174.795, 144.055, 174.795, 144.055, 60.745, 60.745, 0.024, 0.034, 214.609, 176.862, 214.609, 176.862, 17.089, 8.5, 8.5, 1, 5.483, 
5.65, 34.91, 24.45, 56.969, 57.83, 6.747, 1.213, 0.07, 0.07, , 4.3, 895.86, 895.86, 895.86, 70.4, 0, 0, 177.09, 145.947, 177.09, 145.947, 61.08, 61.08, 0.024, 0.034, 216.253, 178.216, 216.253, 178.216, 17.161, 8.5, 8.5, 1, 5.533, 
5.7, 34.91, 24.45, 56.967, 57.83, 6.783, 1.213, 0.07, 0.07, , 4.324, 900.719, 900.719, 900.719, 70.4, 0, 0, 179.032, 147.546, 179.032, 147.546, 61.415, 61.415, 0.024, 0.034, 217.427, 179.182, 217.427, 179.182, 17.234, 8.5, 8.5, 1, 5.583, 
5.75, 34.91, 24.45, 56.963, 57.83, 6.82, 1.213, 0.071, 0.071, , 4.347, 905.577, 905.577, 905.577, 70.4, 0, 0, 180.973, 149.145, 180.973, 149.145, 61.755, 61.755, 0.024, 0.034, 218.6, 180.148, 218.6, 180.148, 17.283, 8.5, 8.5, 1, 5.633, 
5.8, 34.91, 24.45, 56.958, 57.83, 6.846, 1.213, 0.072, 0.072, , 4.371, 909.036, 909.036, 909.036, 70.4, 0, 0, 182.659, 150.533, 182.659, 150.533, 62.095, 62.095, 0.024, 0.033, 219.436, 180.837, 219.436, 180.837, 17.208, 8.5, 8.5, 1, 5.683, 
5.85, 34.91, 24.45, 56.954, 57.83, 6.865, 1.213, 0.073, 0.073, , 4.395, 911.563, 911.563, 911.563, 70.4, 0, 0, 184.173, 151.779, 184.173, 151.779, 62.435, 62.435, 0.024, 0.033, 220.047, 181.341, 220.047, 181.341, 17.133, 8.5, 8.5, 1, 5.733, 
5.9, 34.91, 24.45, 56.95, 57.83, 6.884, 1.213, 0.074, 0.074, , 4.419, 914.091, 914.091, 914.091, 70.4, 0, 0, 185.688, 153.026, 185.688, 153.026, 62.776, 62.776, 0.024, 0.033, 220.657, 181.844, 220.657, 181.844, 17.057, 8.5, 8.5, 1, 5.783, 
5.95, 34.91, 24.45, 56.946, 57.83, 6.906, 1.213, 0.075, 0.075, , 4.443, 917.068, 917.068, 917.068, 70.4, 0, 0, 187.314, 154.366, 187.314, 154.366, 63.118, 63.118, 0.024, 0.033, 221.376, 182.438, 221.376, 182.438, 16.981, 8.5, 8.5, 1, 5.833, 
6, 34.91, 24.45, 56.941, 57.83, 6.929, 1.213, 0.076, 0.076, , 4.468, 920.13, 920.13, 920.13, 70.4, 0, 0, 188.961, 155.725, 188.961, 155.725, 63.46, 63.46, 0.024, 0.033, 222.115, 183.048, 222.115, 183.048, 16.896, 8.5, 8.5, 1, 5.883, 
6.05, 34.91, 24.45, 56.937, 57.83, 6.952, 1.213, 0.076, 0.076, , 4.492, 923.272, 923.272, 923.272, 70.4, 0, 0, 190.628, 157.099, 190.628, 157.099, 63.805, 63.805, 0.024, 0.033, 222.873, 183.674, 222.873, 183.674, 16.811, 8.5, 8.5, 1, 5.933, 
6.1, 34.91, 24.45, 56.933, 57.83, 6.98, 1.213, 0.077, 0.077, , 4.517, 926.998, 926.998, 926.998, 70.4, 0, 0, 192.441, 158.594, 192.441, 158.594, 64.149, 64.149, 0.024, 0.033, 223.772, 184.415, 223.772, 184.415, 16.725, 8.5, 8.5, 1, 5.983, 
6.15, 34.91, 24.45, 56.929, 57.83, 7.008, 1.213, 0.078, 0.078, , 4.541, 930.724, 930.724, 930.724, 70.4, 0, 0, 194.254, 160.088, 194.254, 160.088, 64.496, 64.496, 0.024, 0.034, 224.671, 185.155, 224.671, 185.155, 16.643, 8.5, 8.5, 1, 6.033, 
6.2, 34.91, 24.45, 56.925, 57.83, 7.038, 1.213, 0.079, 0.079, , 4.566, 934.664, 934.664, 934.664, 70.4, 0, 0, 196.13, 161.633, 196.13, 161.633, 64.843, 64.843, 0.024, 0.034, 225.622, 185.939, 225.622, 185.939, 16.626, 8.5, 8.5, 1, 6.083, 
6.25, 34.91, 24.45, 56.92, 57.83, 7.07, 1.213, 0.08, 0.08, , 4.59, 938.878, 938.878, 938.878, 70.4, 0, 0, 198.085, 163.243, 198.085, 163.243, 65.19, 65.19, 0.024, 0.034, 226.64, 186.778, 226.64, 186.778, 16.609, 8.5, 8.5, 1, 6.133, 
6.3, 34.91, 24.45, 56.916, 57.83, 7.101, 1.213, 0.081, 0.081, , 4.615, 943.092, 943.092, 943.092, 70.4, 0, 0, 200.039, 164.853, 200.039, 164.853, 65.545, 65.545, 0.024, 0.034, 227.657, 187.617, 227.657, 187.617, 16.592, 8.5, 8.5, 1, 6.183, 
6.35, 34.91, 24.45, 56.912, 57.83, 7.135, 1.213, 0.082, 0.082, , 4.64, 947.63, 947.63, 947.63, 70.4, 0, 0, 202.096, 166.549, 202.096, 166.549, 65.9, 65.9, 0.024, 0.034, 228.752, 188.52, 228.752, 188.52, 16.575, 8.5, 8.5, 1, 6.233, 
6.4, 34.91, 24.45, 56.908, 57.83, 7.17, 1.213, 0.083, 0.083, , 4.665, 952.25, 952.25, 952.25, 70.4, 0, 0, 204.179, 168.266, 204.179, 168.266, 66.257, 66.257, 0.024, 0.034, 229.868, 189.44, 229.868, 189.44, 16.656, 8.5, 8.5, 1, 6.283, 
6.45, 34.91, 24.45, 56.903, 57.83, 7.204, 1.213, 0.084, 0.084, , 4.69, 956.809, 956.809, 956.809, 70.4, 0, 0, 206.255, 169.978, 206.255, 169.978, 66.616, 66.616, 0.024, 0.034, 230.969, 190.347, 230.969, 190.347, 16.74, 8.5, 8.5, 1, 6.333, 
6.5, 34.91, 24.45, 56.899, 57.83, 7.237, 1.213, 0.084, 0.084, , 4.715, 961.131, 961.131, 961.131, 70.4, 0, 0, 208.308, 171.67, 208.308, 171.67, 66.974, 66.974, 0.024, 0.034, 232.011, 191.205, 232.011, 191.205, 16.824, 8.5, 8.5, 1, 6.383, 
6.55, 34.91, 24.45, 56.895, 57.83, 7.269, 1.213, 0.085, 0.085, , 4.74, 965.453, 965.453, 965.453, 70.4, 0, 0, 210.36, 173.362, 210.36, 173.362, 67.333, 67.333, 0.024, 0.034, 233.054, 192.064, 233.054, 192.064, 16.907, 8.5, 8.5, 1, 6.433, 
6.6, 34.91, 24.45, 56.891, 57.83, 7.3, 1.213, 0.086, 0.086, , 4.766, 969.483, 969.483, 969.483, 70.4, 0, 0, 212.371, 175.019, 212.371, 175.019, 67.693, 67.693, 0.024, 0.033, 234.026, 192.865, 234.026, 192.865, 16.999, 8.5, 8.5, 1, 6.483, 
6.65, 34.91, 24.45, 56.886, 57.83, 7.328, 1.213, 0.087, 0.087, , 4.791, 973.336, 973.336, 973.336, 70.4, 0, 0, 214.358, 176.655, 214.358, 176.655, 68.054, 68.054, 0.024, 0.033, 234.955, 193.631, 234.955, 193.631, 17.091, 8.5, 8.5, 1, 6.533, 
6.7, 34.91, 24.45, 56.882, 57.83, 7.357, 1.213, 0.088, 0.088, , 4.817, 977.149, 977.149, 977.149, 70.4, 0, 0, 216.338, 178.286, 216.338, 178.286, 68.419, 68.419, 0.024, 0.033, 235.875, 194.389, 235.875, 194.389, 17.183, 8.5, 8.5, 1, 6.583, 
6.75, 34.91, 24.45, 56.878, 57.83, 7.382, 1.213, 0.089, 0.089, , 4.842, 980.517, 980.517, 980.517, 70.4, 0, 0, 218.252, 179.864, 218.252, 179.864, 68.784, 68.784, 0.024, 0.033, 236.689, 195.059, 236.689, 195.059, 17.276, 8.5, 8.5, 1, 6.633, 
6.8, 34.91, 24.45, 56.874, 57.83, 7.407, 1.213, 0.09, 0.09, , 4.868, 983.885, 983.885, 983.885, 70.4, 0, 0, 220.166, 181.442, 220.166, 181.442, 69.153, 69.153, 0.024, 0.033, 237.503, 195.729, 237.503, 195.729, 17.305, 8.5, 8.5, 1, 6.683, 
6.85, 34.91, 24.45, 56.87, 57.83, 7.43, 1.213, 0.091, 0.091, , 4.894, 986.884, 986.884, 986.884, 70.4, 0, 0, 222.017, 182.968, 222.017, 182.968, 69.521, 69.521, 0.024, 0.033, 238.228, 196.326, 238.228, 196.326, 17.323, 8.5, 8.5, 1, 6.733, 
6.9, 34.91, 24.45, 56.865, 57.83, 7.45, 1.213, 0.092, 0.092, , 4.92, 989.616, 989.616, 989.616, 70.4, 0, 0, 223.822, 184.456, 223.822, 184.456, 69.892, 69.892, 0.024, 0.033, 238.889, 196.871, 238.889, 196.871, 17.34, 8.5, 8.5, 1, 6.783, 
6.95, 34.91, 24.45, 56.861, 57.83, 7.47, 1.213, 0.093, 0.093, , 4.947, 992.25, 992.25, 992.25, 70.4, 0, 0, 225.677, 185.985, 225.677, 185.985, 70.265, 70.265, 0.024, 0.033, 239.525, 197.396, 239.525, 197.396, 17.357, 8.5, 8.5, 1, 6.833, 
7, 34.91, 24.45, 56.863, 57.83, 7.484, 1.213, 0.094, 0.094, , 4.973, 994.167, 994.167, 994.167, 70.4, 0, 0, 227.899, 187.816, 227.899, 187.816, 70.638, 70.638, 0.024, 0.033, 239.987, 197.778, 239.987, 197.778, 17.298, 8.5, 8.5, 1, 6.883, 
7.05, 34.91, 24.45, 56.867, 57.83, 7.498, 1.213, 0.095, 0.095, , 5.011, 996.083, 996.083, 996.083, 70.4, 0, 0, 230.122, 189.647, 230.122, 189.647, 71.175, 71.175, 0.024, 0.033, 240.449, 198.161, 240.449, 198.161, 17.217, 8.5, 8.5, 1, 6.933, 
7.1, 34.91, 24.45, 56.872, 57.83, 7.504, 1.213, 0.096, 0.096, , 5.05, 996.959, 996.959, 996.959, 70.4, 0, 0, 231.707, 190.953, 231.707, 190.953, 71.731, 71.731, 0.024, 0.034, 240.66, 198.335, 240.66, 198.335, 17.136, 8.5, 8.5, 1, 6.983, 
7.15, 34.91, 24.45, 56.876, 57.83, 7.507, 1.213, 0.097, 0.097, , 5.082, 997.345, 997.345, 997.345, 70.4, 0, 0, 232.992, 192.011, 232.992, 192.011, 72.197, 72.197, 0.024, 0.034, 240.753, 198.412, 240.753, 198.412, 17.055, 8.5, 8.5, 1, 7.033, 
7.2, 34.91, 24.45, 56.88, 57.83, 7.507, 1.213, 0.098, 0.098, , 5.108, 997.514, 997.514, 997.514, 70.4, 0, 0, 234.225, 193.027, 234.225, 193.027, 72.565, 72.565, 0.024, 0.034, 240.794, 198.445, 240.794, 198.445, 17.021, 8.5, 8.5, 1, 7.083, 
7.25, 34.91, 24.45, 56.884, 57.83, 7.504, 1.213, 0.099, 0.099, , 5.134, 997.121, 997.121, 997.121, 70.4, 0, 0, 235.324, 193.933, 235.324, 193.933, 72.933, 72.933, 0.024, 0.034, 240.7, 198.366, 240.7, 198.366, 17.005, 8.5, 8.5, 1, 7.133, 
7.3, 34.91, 24.45, 56.888, 57.83, 7.501, 1.213, 0.1, 0.1, , 5.161, 996.729, 996.729, 996.729, 70.4, 0, 0, 236.423, 194.839, 236.423, 194.839, 73.305, 73.305, 0.024, 0.034, 240.606, 198.288, 240.606, 198.288, 16.989, 8.5, 8.5, 1, 7.183, 
7.35, 34.91, 24.45, 56.893, 57.83, 7.493, 1.213, 0.101, 0.101, , 5.187, 995.769, 995.769, 995.769, 70.4, 0, 0, 237.388, 195.635, 237.388, 195.635, 73.676, 73.676, 0.024, 0.034, 240.375, 198.097, 240.375, 198.097, 16.973, 8.5, 8.5, 1, 7.233, 
7.4, 34.91, 24.45, 56.897, 57.83, 7.485, 1.213, 0.102, 0.102, , 5.213, 994.747, 994.747, 994.747, 70.4, 0, 0, 238.339, 196.419, 238.339, 196.419, 74.047, 74.047, 0.024, 0.034, 240.128, 197.893, 240.128, 197.893, 17.031, 8.5, 8.5, 1, 7.283, 
7.45, 34.91, 24.45, 56.901, 57.83, 7.474, 1.213, 0.104, 0.104, , 5.239, 993.326, 993.326, 993.326, 70.4, 0, 0, 239.183, 197.115, 239.183, 197.115, 74.418, 74.418, 0.024, 0.034, 239.786, 197.61, 239.786, 197.61, 17.128, 8.5, 8.5, 1, 7.333, 
7.5, 34.91, 24.45, 56.905, 57.83, 7.46, 1.213, 0.105, 0.105, , 5.265, 991.594, 991.594, 991.594, 70.4, 0, 0, 239.945, 197.743, 239.945, 197.743, 74.788, 74.788, 0.024, 0.034, 239.368, 197.265, 239.368, 197.265, 17.225, 8.5, 8.5, 1, 7.383, 
7.55, 34.91, 24.45, 56.91, 57.83, 7.447, 1.213, 0.106, 0.106, , 5.291, 989.91, 989.91, 989.91, 70.4, 0, 0, 240.717, 198.379, 240.717, 198.379, 75.157, 75.157, 0.024, 0.034, 238.961, 196.93, 238.961, 196.93, 17.322, 8.5, 8.5, 1, 7.433, 
7.6, 34.91, 24.45, 56.914, 57.83, 7.435, 1.213, 0.107, 0.107, , 5.317, 988.382, 988.382, 988.382, 70.4, 0, 0, 241.522, 199.043, 241.522, 199.043, 75.527, 75.527, 0.024, 0.034, 238.591, 196.626, 238.591, 196.626, 17.353, 8.5, 8.5, 1, 7.483, 
7.65, 34.91, 24.45, 56.918, 57.83, 7.423, 1.213, 0.108, 0.108, , 5.343, 986.854, 986.854, 986.854, 70.4, 0, 0, 242.328, 199.707, 242.328, 199.707, 75.892, 75.892, 0.024, 0.034, 238.221, 196.322, 238.221, 196.322, 17.338, 8.5, 8.5, 1, 7.533, 
7.7, 34.91, 24.45, 56.922, 57.83, 7.413, 1.213, 0.109, 0.109, , 5.369, 985.624, 985.624, 985.624, 70.4, 0, 0, 243.198, 200.423, 243.198, 200.423, 76.258, 76.258, 0.024, 0.034, 237.923, 196.076, 237.923, 196.076, 17.324, 8.5, 8.5, 1, 7.583, 
7.75, 34.91, 24.45, 56.926, 57.83, 7.403, 1.213, 0.11, 0.11, , 5.395, 984.405, 984.405, 984.405, 70.4, 0, 0, 244.071, 201.141, 244.071, 201.141, 76.623, 76.623, 0.024, 0.034, 237.628, 195.833, 237.628, 195.833, 17.309, 8.5, 8.5, 1, 7.633, 
7.8, 34.91, 24.45, 56.931, 57.83, 7.397, 1.213, 0.111, 0.111, , 5.42, 983.629, 983.629, 983.629, 70.4, 0, 0, 245.048, 201.946, 245.048, 201.946, 76.989, 76.989, 0.024, 0.034, 237.44, 195.678, 237.44, 195.678, 17.287, 8.5, 8.5, 1, 7.683, 
7.85, 34.91, 24.45, 56.935, 57.83, 7.392, 1.213, 0.112, 0.112, , 5.446, 983.041, 983.041, 983.041, 70.4, 0, 0, 246.069, 202.789, 246.069, 202.789, 77.355, 77.355, 0.024, 0.033, 237.297, 195.56, 237.297, 195.56, 17.259, 8.5, 8.5, 1, 7.733, 
7.9, 34.91, 24.45, 56.939, 57.83, 7.388, 1.213, 0.113, 0.113, , 5.472, 982.495, 982.495, 982.495, 70.4, 0, 0, 247.097, 203.636, 247.097, 203.636, 77.722, 77.722, 0.024, 0.033, 237.165, 195.451, 237.165, 195.451, 17.231, 8.5, 8.5, 1, 7.783, 
7.95, 34.91, 24.45, 56.943, 57.83, 7.384, 1.213, 0.114, 0.114, , 5.498, 982, 982, 982, 70.4, 0, 0, 248.133, 204.491, 248.133, 204.491, 78.088, 78.088, 0.024, 0.033, 237.047, 195.352, 237.047, 195.352, 17.203, 8.5, 8.5, 1, 7.833, 
8, 34.91, 24.45, 56.948, 57.83, 7.379, 1.213, 0.115, 0.115, , 5.524, 981.415, 981.415, 981.415, 70.4, 0, 0, 249.144, 205.325, 249.144, 205.325, 78.455, 78.455, 0.024, 0.033, 236.906, 195.236, 236.906, 195.236, 17.171, 8.5, 8.5, 1, 7.883, 
8.05, 34.91, 24.45, 56.952, 57.83, 7.372, 1.213, 0.116, 0.116, , 5.549, 980.549, 980.549, 980.549, 70.4, 0, 0, 250.079, 206.096, 250.079, 206.096, 78.821, 78.821, 0.024, 0.033, 236.697, 195.064, 236.697, 195.064, 17.135, 8.5, 8.5, 1, 7.933, 
8.1, 34.91, 24.45, 56.956, 57.83, 7.365, 1.213, 0.117, 0.117, , 5.575, 979.687, 979.687, 979.687, 70.4, 0, 0, 251.015, 206.868, 251.015, 206.868, 79.185, 79.185, 0.024, 0.033, 236.489, 194.894, 236.489, 194.894, 17.099, 8.5, 8.5, 1, 7.983, 
8.15, 34.91, 24.45, 56.96, 57.83, 7.359, 1.213, 0.118, 0.118, , 5.601, 978.935, 978.935, 978.935, 70.4, 0, 0, 251.98, 207.663, 251.98, 207.663, 79.549, 79.549, 0.024, 0.034, 236.309, 194.746, 236.309, 194.746, 17.064, 8.5, 8.5, 1, 8.033, 
8.2, 34.91, 24.45, 56.965, 57.83, 7.353, 1.213, 0.119, 0.119, , 5.626, 978.184, 978.184, 978.184, 70.4, 0, 0, 252.944, 208.458, 252.944, 208.458, 79.913, 79.913, 0.024, 0.034, 236.128, 194.598, 236.128, 194.598, 17.029, 8.5, 8.5, 1, 8.083, 
8.25, 34.91, 24.45, 56.969, 57.83, 7.34, 1.213, 0.12, 0.12, , 5.652, 976.597, 976.597, 976.597, 70.4, 0, 0, 253.677, 209.061, 253.677, 209.061, 80.277, 80.277, 0.024, 0.034, 235.745, 194.283, 235.745, 194.283, 16.997, 8.5, 8.5, 1, 8.133, 
8.3, 34.91, 24.45, 56.97, 57.83, 7.327, 1.213, 0.122, 0.122, , 5.677, 974.896, 974.896, 974.896, 70.4, 0, 0, 254.377, 209.638, 254.377, 209.638, 80.639, 80.639, 0.024, 0.034, 235.335, 193.945, 235.335, 193.945, 16.964, 8.5, 8.5, 1, 8.183, 
