Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Distance 2, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) WB Volts Petrol AFR, (Gen) Sampling, (Gen) Sampling Duration, 
12.5, 34.91, 24.45, 56.97, 57.849, 5.568, 1.213, 0.232, 0.232, , 7.616, 748.025, 748.025, 748.025, 70.4, 0, 0, 261.83, 215.779, 261.83, 215.779, 108.176, 108.176, 0.024, 0.032, 180.565, 148.81, 180.565, 148.81, 17.909, 8.5, 8.5, 1, 12.383, 
12.55, 34.91, 24.45, 56.97, 57.849, 5.544, 1.213, 0.234, 0.234, , 7.635, 744.917, 744.917, 744.917, 70.4, 0, 0, 261.403, 215.426, 261.403, 215.426, 108.453, 108.453, 0.024, 0.032, 179.815, 148.193, 179.815, 148.193, 17.945, 8.5, 8.5, 1, 12.433, 
12.6, 34.91, 24.45, 56.97, 57.85, 5.518, 1.213, 0.235, 0.235, , 7.655, 741.568, 741.568, 741.568, 70.4, 0, 0, 260.884, 214.998, 260.884, 214.998, 108.73, 108.73, 0.024, 0.032, 179.006, 147.527, 179.006, 147.527, 17.981, 8.5, 8.5, 1, 12.483, 
12.65, 34.91, 24.45, 56.97, 57.849, 5.489, 1.213, 0.237, 0.237, , 7.674, 737.767, 737.767, 737.767, 70.4, 0, 0, 260.199, 214.433, 260.199, 214.433, 109.003, 109.003, 0.024, 0.032, 178.088, 146.771, 178.088, 146.771, 18.019, 8.5, 8.5, 1, 12.533, 
12.7, 34.91, 24.45, 56.97, 57.848, 5.44, 1.213, 0.238, 0.238, , 7.693, 731.408, 731.408, 731.408, 70.4, 0, 0, 258.588, 213.106, 258.588, 213.106, 109.273, 109.273, 0.024, 0.032, 176.554, 145.507, 176.554, 145.507, 18.096, 8.5, 8.5, 1, 12.583, 
12.75, 34.91, 24.45, 56.97, 57.848, 5.337, 1.213, 0.24, 0.24, , 7.712, 717.959, 717.959, 717.959, 70.4, 0, 0, 254.43, 209.678, 254.43, 209.678, 109.541, 109.541, 0.024, 0.032, 173.308, 142.831, 173.308, 142.831, 18.174, 8.5, 8.5, 1, 12.633, 
12.8, 34.91, 24.45, 56.97, 57.847, 5.189, 1.213, 0.241, 0.241, , 7.73, 698.47, 698.47, 698.47, 70.4, 0, 0, 248.102, 204.462, 248.102, 204.462, 109.801, 109.801, 0.024, 0.032, 168.604, 138.953, 168.604, 138.953, 18.252, 8.5, 8.5, 1, 12.683, 
12.85, 34.91, 24.45, 56.97, 57.846, 4.942, 1.213, 0.243, 0.243, , 7.748, 666.068, 666.068, 666.068, 70.4, 0, 0, 237.083, 195.384, 237.083, 195.384, 110.055, 110.055, 0.024, 0.032, 160.783, 132.507, 160.783, 132.507, 18.33, 8.5, 8.5, 1, 12.733, 
12.9, 34.91, 24.45, 56.97, 57.845, 4.641, 1.213, 0.244, 0.244, , 7.765, 626.471, 626.471, 626.471, 70.4, 0, 0, 223.442, 184.143, 223.442, 184.143, 110.294, 110.294, 0.024, 0.032, 151.225, 124.629, 151.225, 124.629, 18.261, 8.5, 8.5, 1, 12.783, 
12.95, 34.91, 24.45, 56.97, 57.844, 4.268, 1.213, 0.246, 0.246, , 7.78, 577.301, 577.301, 577.301, 70.4, 0, 0, 206.309, 170.024, 206.309, 170.024, 110.514, 110.514, 0.024, 0.032, 139.357, 114.847, 139.357, 114.847, 18.189, 8.5, 8.5, 1, 12.833, 
13, 34.91, 24.45, 56.97, 57.844, 3.822, 1.213, 0.247, 0.247, , 7.795, 518.622, 518.622, 518.622, 70.4, 0, 0, 185.647, 152.997, 185.647, 152.997, 110.722, 110.722, 0.024, 0.032, 125.192, 103.173, 125.192, 103.173, 18.117, 8.5, 8.5, 1, 12.883, 
13.05, 34.91, 24.45, 56.97, 57.843, 3.326, 1.213, 0.249, 0.249, , 7.808, 453.389, 453.389, 453.389, 70.4, 0, 0, 162.561, 133.972, 162.561, 133.972, 110.897, 110.897, 0.024, 0.032, 109.445, 90.195, 109.445, 90.195, 18.044, 8.5, 8.5, 1, 12.933, 
13.1, 34.91, 24.45, 56.97, 57.842, 2.741, 1.213, 0.25, 0.25, , 7.818, 376.476, 376.476, 376.476, 70.4, 0, 0, 135.155, 111.386, 135.155, 111.386, 111.048, 111.048, 0.024, 0.032, 90.878, 74.895, 90.878, 74.895, 17.986, 8.5, 8.5, 1, 12.983, 
13.15, 34.91, 24.45, 56.97, 57.841, 2.058, 1.213, 0.252, 0.252, , 7.827, 286.523, 286.523, 286.523, 70.4, 0, 0, 102.948, 84.843, 102.948, 84.843, 111.177, 111.177, 0.024, 0.033, 69.165, 57, 69.165, 57, 17.928, 8.5, 8.5, 1, 13.033, 
13.2, 34.91, 24.45, 56.97, 57.841, 1.373, 1.213, 0.254, 0.254, , 7.833, 196.298, 196.298, 196.298, 70.4, 0, 0, 70.591, 58.176, 70.591, 58.176, 111.253, 111.253, 0.024, 0.033, 47.385, 39.051, 47.385, 39.051, 17.87, 8.5, 8.5, 1, 13.083, 
13.25, 34.91, 24.45, 56.97, 57.84, 0.791, 1.213, 0.255, 0.255, , 7.836, 119.711, 119.711, 119.711, 70.4, 0, 0, 43.073, 35.497, 43.073, 35.497, 111.308, 111.308, 0.024, 0.033, 28.896, 23.815, 28.896, 23.815, 17.812, 8.5, 8.5, 1, 13.133, 
13.3, 34.91, 24.45, 56.97, 57.839, 0.273, 1.213, 0.257, 0.257, , 7.839, 51.509, 51.509, 51.509, 70.4, 0, 0, 18.541, 15.279, 18.541, 15.279, 111.338, 111.338, 0.024, 0.033, 12.433, 10.248, 12.433, 10.248, 17.886, 8.5, 8.5, 1, 13.183, 
13.35, 34.91, 24.45, 56.97, 57.838, -0.175, 1.213, 0.258, 0.258, , 7.838, -7.491, -7.491, -7.491, 70.4, 0, 0, -2.695, -2.223, -2.695, -2.223, 111.334, 111.334, 0.024, 0.033, -1.808, -1.489, -1.808, -1.489, 17.982, 8.5, 8.5, 1, 13.233, 
13.4, 34.91, 24.45, 56.97, 57.838, -0.378, 1.213, 0.26, 0.26, , 7.837, -34.214, -34.214, -34.214, 70.4, 0, 0, -12.324, -10.157, -12.324, -10.157, 111.321, 111.321, 0.024, 0.033, -8.259, -6.806, -8.259, -6.806, 18.078, 8.5, 8.5, 1, 13.283, 
13.45, 34.91, 24.45, 56.97, 57.837, -0.528, 1.213, 0.261, 0.261, , 7.836, -53.963, -53.963, -53.963, 70.4, 0, 0, -19.433, -16.015, -19.433, -16.015, 111.299, 111.299, 0.024, 0.033, -13.028, -10.735, -13.028, -10.735, 18.173, 8.5, 8.5, 1, 13.333, 
13.5, 34.91, , , 57.836, -0.663, , 0.263, 0.263, , 7.833, -71.677, -71.677, -71.677, 70.4, 0, 0, -25.8, -21.264, -25.8, -21.264, 111.268, 111.268, 0.024, 0.033, -17.305, -14.26, -17.305, -14.26, 18.248, 8.5, 8.5, 1, 13.383, 
13.55, 34.91, , , 57.835, -1.025, , 0.264, 0.264, , 7.831, -119.446, -119.446, -119.446, 70.4, 0, 0, -42.958, -35.403, -42.958, -35.403, 111.227, 111.227, 0.024, 0.033, -28.836, -23.764, -28.836, -23.764, 18.317, 8.5, 8.5, 1, 13.433, 
13.6, 34.91, , , 57.834, -1.349, , 0.266, 0.266, , 7.826, -162.141, -162.141, -162.141, 70.4, 0, 0, -58.274, -48.026, -58.274, -48.026, 111.168, 111.168, 0.024, 0.033, -39.142, -32.257, -39.142, -32.257, 18.385, 8.5, 8.5, 1, 13.483, 
13.65, 34.91, , , 57.834, -1.641, , 0.267, 0.267, , 7.821, -200.512, -200.512, -200.512, 70.4, 0, 0, -72.023, -59.358, -72.023, -59.358, 111.09, 111.09, 0.024, 0.033, -48.405, -39.89, -48.405, -39.89, 18.454, 8.5, 8.5, 1, 13.533, 
13.7, 34.91, , , 57.833, -1.963, , 0.269, 0.269, , 7.815, -242.946, -242.946, -242.946, 70.4, 0, 0, -87.212, -71.875, -87.212, -71.875, 111.002, 111.002, 0.024, 0.033, -58.647, -48.332, -58.647, -48.332, 18.461, 8.5, 8.5, 1, 13.583, 
13.75, 34.91, , , 57.832, -2.219, , 0.27, 0.27, , 7.807, -276.732, -276.732, -276.732, 70.4, 0, 0, -99.279, -81.818, -99.279, -81.818, 110.895, 110.895, 0.024, 0.033, -66.802, -55.053, -66.802, -55.053, 18.443, 8.5, 8.5, 1, 13.633, 
13.8, 34.91, , , 57.831, -2.399, , 0.272, 0.272, , 7.799, -300.367, -300.367, -300.367, 70.4, 0, 0, -107.678, -88.739, -107.678, -88.739, 110.778, 110.778, 0.024, 0.032, -72.506, -59.754, -72.506, -59.754, 18.426, 8.5, 8.5, 1, 13.683, 
13.85, 34.91, , , 57.831, -2.354, , 0.274, 0.274, , 7.791, -294.535, -294.535, -294.535, 70.4, 0, 0, -105.472, -86.921, -105.472, -86.921, 110.659, 110.659, 0.024, 0.032, -71.099, -58.595, -71.099, -58.595, 18.408, 8.5, 8.5, 1, 13.733, 
13.9, , , , , -2.308, , 0.275, 0.275, , 7.782, -288.526, -288.526, -288.526, 70.4, 0, 0, -103.224, -85.068, -103.224, -85.068, 110.542, 110.542, 0.024, 0.032, -69.649, -57.4, -69.649, -57.4, 18.393, 8.5, 8.5, 1, 13.783, 
13.95, , , , , -2.292, , 0.277, 0.277, , 7.777, -286.412, -286.412, -286.412, 70.4, 0, 0, -102.413, -84.397, -102.413, -84.397, 110.463, 110.463, 0.024, 0.032, -69.138, -56.981, -69.138, -56.981, 18.38, 8.5, 8.5, 1, 13.833, 
14, , , , , -2.297, , 0.277, 0.277, , 7.773, -287.094, -287.094, -287.094, 70.4, 0, 0, -102.603, -84.555, -102.603, -84.555, 110.406, 110.406, 0.024, 0.032, -69.304, -57.116, -69.304, -57.116, 18.366, 8.5, 8.5, 1, 13.883, 
14.05, , , , , -2.308, , 0.278, 0.278, , 7.769, -288.469, -288.469, -288.469, 70.4, 0, 0, -103.041, -84.916, -103.041, -84.916, 110.348, 110.348, 0.024, 0.032, -69.637, -57.39, -69.637, -57.39, 18.353, 8.5, 8.5, 1, 13.919, 
14.1, , , , , -2.321, , 0.279, 0.279, , 7.764, -290.216, -290.216, -290.216, 70.4, 0, 0, -103.612, -85.388, -103.612, -85.388, 110.29, 110.29, , , -70.06, -57.739, -70.06, -57.739, , 8.5, 8.5, 1, 13.944, 
14.15, , , , , , , 0.28, 0.28, , 7.76, , , , 70.4, , , , , , , 110.231, 110.231, , , , , , , , 8.5, 8.5, , 13.969, 
14.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.5, 8.5, , 13.994, 
